0 ['reuse', 'reliability', 'will']
10263 ['scripps', 'florida', 'our']
10264 ['florida', 'our', 'research']
10265 ['our', 'research', 'now']
10266 ['research', 'now', 'outlines']
10267 ['now', 'outlines', 'a']
10268 ['outlines', 'a', 'novel']
10269 ['a', 'novel', 'mechanism']
10270 ['novel', 'mechanism', 'highlighting']
10271 ['mechanism', 'highlighting', 'beta-arrestin-1']
10272 ['highlighting', 'beta-arrestin-1', 'as']
10273 ['beta-arrestin-1', 'as', 'an']
10274 ['as', 'an', 'important']
10275 ['an', 'important', 'player']
10276 ['important', 'player', 'the']
10277 ['player', 'the', 'long-term']
10278 ['the', 'long-term', 'effects']
10279 ['long-term', 'effects', 'of']
10280 ['effects', 'of', 'these']
10281 ['of', 'these', 'stress']
10282 ['these', 'stress', 'hormones']
10283 ['stress', 'hormones', 'on']
10284 ['hormones', 'on', 'dna']
10285 ['on', 'dna', 'damage']
10286 ['dna', 'damage', 'identified']
10287 ['damage', 'identified', 'in']
10288 ['identified', 'in', 'the']
10289 ['in', 'the', 'study']
10290 ['the', 'study', 'represent']
10291 ['study', 'represent', 'a']
10292 ['represent', 'a', 'conceptual']
10293 ['a', 'conceptual', 'as']
10294 ['conceptual', 'as', 'well']
10295 ['well', 'as', 'a']
10296 ['as', 'a', 'tangible']
10297 ['a', 'tangible', 'advance']
10298 ['tangible', 'advance', 'according']
10299 ['advance', 'according', 'to']
10300 ['according', 'to', 'robert']
10301 ['to', 'robert', 'j']
10302 ['robert', 'j', 'lefkowitz']
10303 ['j', 'lefkowitz', 'a']
10304 ['lefkowitz', 'a', 'duke']
10305 ['a', 'duke', 'university']
10306 ['duke', 'university', 'professor']
10307 ['university', 'professor', 'of']
10308 ['of', 'medicine', 'who']
10309 ['medicine', 'who', 'led']
10310 ['the', 'study', 'since']
10311 ['study', 'since', 'stress']
10312 ['since', 'stress', 'is']
10313 ['stress', 'is', 'not']
10314 ['is', 'not', 'time-limited']
10315 ['not', 'time-limited', 'and']
10316 ['time-limited', 'and', 'can']
10317 ['and', 'can', 'be']
10318 ['can', 'be', 'sustained']
10319 ['be', 'sustained', 'over']
10320 ['sustained', 'over', 'months']
10321 ['over', 'months', 'or']
10322 ['months', 'or', 'even']
10323 ['or', 'even', 'years']
10324 ['even', 'years', 'it']
10325 ['years', 'it', 'is']
10326 ['it', 'is', 'well']
10327 ['is', 'well', 'appreciated']
10328 ['well', 'appreciated', 'that']
10329 ['appreciated', 'that', 'persistent']
10330 ['that', 'persistent', 'stress']
10331 ['persistent', 'stress', 'may']
10332 ['stress', 'may', 'have']
10333 ['may', 'have', 'adverse']
10334 ['have', 'adverse', 'effects']
10335 ['adverse', 'effects', 'for']
10336 ['effects', 'for', 'the']
10337 ['for', 'the', 'individual']
10338 ['the', 'individual', 'these']
10339 ['individual', 'these', 'new']
10340 ['these', 'new', 'findings']
10341 ['new', 'findings', 'not']
10342 ['findings', 'not', 'only']
10343 ['not', 'only', 'uncover']
10344 ['only', 'uncover', 'a']
10345 ['uncover', 'a', 'novel']
10346 ['a', 'novel', 'pathway']
10347 ['novel', 'pathway', 'but']
10348 ['pathway', 'but', 'also']
10349 ['but', 'also', 'have']
10350 ['also', 'have', 'important']
10351 ['have', 'important', 'practical']
10352 ['important', 'practical', 'implications']
10353 ['practical', 'implications', 'our']
10354 ['implications', 'our', 'results']
10355 ['our', 'results', 'provide']
10356 ['results', 'provide', 'a']
10357 ['provide', 'a', 'possible']
10358 ['a', 'possible', 'mechanistic']
10359 ['possible', 'mechanistic', 'basis']
10360 ['mechanistic', 'basis', 'for']
10361 ['basis', 'for', 'several']
10362 ['for', 'several', 'recent']
10363 ['several', 'recent', 'reports']
10364 ['recent', 'reports', 'suggesting']
10365 ['reports', 'suggesting', 'that']
10366 ['suggesting', 'that', 'significant']
10367 ['that', 'significant', 'risk']
10368 ['significant', 'risk', 'reductions']
10369 ['risk', 'reductions', 'for']
10370 ['reductions', 'for', 'diseases']
10371 ['for', 'diseases', 'such']
10372 ['diseases', 'such', 'as']
10373 ['such', 'as', 'prostate']
10374 ['as', 'prostate', 'cancer']
10375 ['prostate', 'cancer', 'lung']
10376 ['cancer', 'lung', 'adenocarcinoma']
10377 ['lung', 'adenocarcinoma', 'and']
10378 ['adenocarcinoma', 'and', 'alzheimers']
10379 ['and', 'alzheimers', 'disease']
10380 ['alzheimers', 'disease', 'may']
10381 ['disease', 'may', 'be']
10382 ['may', 'be', 'associated']
10383 ['associated', 'with', 'blockade']
10384 ['with', 'blockade', 'of']
10385 ['blockade', 'of', 'this']
10386 ['of', 'this', 'particular']
10387 ['this', 'particular', 'stress-response']
10388 ['particular', 'stress-response', 'pathway']
10389 ['stress-response', 'pathway', 'by']
10390 ['pathway', 'by', 'beta']
10391 ['by', 'beta', 'blockers']
10392 ['beta', 'blockers', 'leftkowitz']
10393 ['blockers', 'leftkowitz', 'said']
10394 ['leftkowitz', 'said', 'although']
10395 ['said', 'although', 'there']
10396 ['although', 'there', 'are']
10397 ['there', 'are', 'most']
10398 ['are', 'most', 'likely']
10399 ['most', 'likely', 'numerous']
10400 ['likely', 'numerous', 'pathways']
10401 ['numerous', 'pathways', 'involved']
10402 ['pathways', 'involved', 'in']
10403 ['involved', 'in', 'the']
10404 ['in', 'the', 'onset']
10405 ['the', 'onset', 'of']
10406 ['onset', 'of', 'stress-related']
10407 ['of', 'stress-related', 'diseases']
10408 ['stress-related', 'diseases', 'our']
10409 ['diseases', 'our', 'results']
10410 ['our', 'results', 'raise']
10411 ['results', 'raise', 'the']
10412 ['raise', 'the', 'possibility']
10413 ['the', 'possibility', 'that']
10414 ['possibility', 'that', 'such']
10415 ['that', 'such', 'therapies']
10416 ['such', 'therapies', 'might']
10417 ['therapies', 'might', 'reduce']
10418 ['might', 'reduce', 'some']
10419 ['reduce', 'some', 'of']
10420 ['of', 'the', 'deleterious']
10421 ['the', 'deleterious', 'dna-damaging']
10422 ['deleterious', 'dna-damaging', 'consequences']
10423 ['dna-damaging', 'consequences', 'of']
10424 ['consequences', 'of', 'long-term']
10425 ['of', 'long-term', 'stress']
10426 ['long-term', 'stress', 'in']
10427 ['stress', 'in', 'humans']
10428 ['in', 'humans', 'a']
10429 ['humans', 'a', 'newly']
10430 ['a', 'newly', 'discovered']
10431 ['newly', 'discovered', 'mechanism']
10432 ['discovered', 'mechanism', 'the']
10433 ['mechanism', 'the', 'newly']
10434 ['the', 'newly', 'uncovered']
10435 ['newly', 'uncovered', 'mechanism']
10436 ['uncovered', 'mechanism', 'involves']
10437 ['mechanism', 'involves', 'beta-arrestin-1']
10438 ['involves', 'beta-arrestin-1', 'proteins']
10439 ['beta-arrestin-1', 'proteins', 'beta2-adrenoreceptors']
10440 ['proteins', 'beta2-adrenoreceptors', 'beta2ars']
10441 ['beta2-adrenoreceptors', 'beta2ars', 'and']
10442 ['beta2ars', 'and', 'the']
10443 ['and', 'the', 'catecholamines']
10444 ['the', 'catecholamines', 'the']
10445 ['catecholamines', 'the', 'classic']
10446 ['the', 'classic', 'fight-or-flight']
10447 ['classic', 'fight-or-flight', 'hormones']
10448 ['fight-or-flight', 'hormones', 'released']
10449 ['hormones', 'released', 'during']
10450 ['released', 'during', 'times']
10451 ['during', 'times', 'of']
10452 ['times', 'of', 'stress']
10453 ['of', 'stress', 'adrenaline']
10454 ['stress', 'adrenaline', 'noradrenaline']
10455 ['adrenaline', 'noradrenaline', 'and']
10456 ['noradrenaline', 'and', 'dopamine']
10457 ['and', 'dopamine', 'arrestin']
10458 ['dopamine', 'arrestin', 'proteins']
10459 ['arrestin', 'proteins', 'are']
10460 ['proteins', 'are', 'involved']
10461 ['are', 'involved', 'in']
10462 ['involved', 'in', 'modifying']
10463 ['in', 'modifying', 'the']
10464 ['modifying', 'the', 'cells']
10465 ['the', 'cells', 'response']
10466 ['cells', 'response', 'to']
10467 ['response', 'to', 'neurotransmitters']
10468 ['to', 'neurotransmitters', 'hormones']
10469 ['neurotransmitters', 'hormones', 'and']
10470 ['hormones', 'and', 'sensory']
10471 ['and', 'sensory', 'signals']
10472 ['sensory', 'signals', 'adrenoceptors']
10473 ['signals', 'adrenoceptors', 'respond']
10474 ['adrenoceptors', 'respond', 'to']
10475 ['respond', 'to', 'the']
10476 ['to', 'the', 'catecholamines']
10477 ['the', 'catecholamines', 'noradrenaline']
10478 ['catecholamines', 'noradrenaline', 'and']
10479 ['noradrenaline', 'and', 'adrenaline']
10480 ['and', 'adrenaline', 'under']
10481 ['adrenaline', 'under', 'stress']
10482 ['under', 'stress', 'the']
10483 ['stress', 'the', 'hormone']
10484 ['the', 'hormone', 'adrenaline']
10485 ['hormone', 'adrenaline', 'stimulates']
10486 ['adrenaline', 'stimulates', 'beta2ars']
10487 ['stimulates', 'beta2ars', 'expressed']
10488 ['beta2ars', 'expressed', 'throughout']
10489 ['expressed', 'throughout', 'the']
10490 ['the', 'body', 'including']
10491 ['body', 'including', 'sex']
10492 ['including', 'sex', 'cells']
10493 ['sex', 'cells', 'and']
10494 ['cells', 'and', 'embryos']
10495 ['and', 'embryos', 'through']
10496 ['embryos', 'through', 'a']
10497 ['through', 'a', 'series']
10498 ['a', 'series', 'of']
10499 ['series', 'of', 'complex']
10500 ['of', 'complex', 'chemical']
10501 ['complex', 'chemical', 'reactions']
10502 ['chemical', 'reactions', 'the']
10503 ['reactions', 'the', 'activated']
10504 ['the', 'activated', 'receptors']
10505 ['activated', 'receptors', 'recruit']
10506 ['receptors', 'recruit', 'beta-arrestin-1']
10507 ['recruit', 'beta-arrestin-1', 'creating']
10508 ['beta-arrestin-1', 'creating', 'a']
10509 ['creating', 'a', 'signaling']
10510 ['a', 'signaling', 'pathway']
10511 ['signaling', 'pathway', 'that']
10512 ['pathway', 'that', 'leads']
10513 ['that', 'leads', 'to']
10514 ['leads', 'to', 'catecholamine-induced']
10515 ['to', 'catecholamine-induced', 'degradation']
10516 ['catecholamine-induced', 'degradation', 'of']
10517 ['degradation', 'of', 'the']
10518 ['of', 'the', 'tumor']
10519 ['the', 'tumor', 'suppressor']
10520 ['tumor', 'suppressor', 'protein']
10521 ['suppressor', 'protein', 'p53']
10522 ['protein', 'p53', 'sometimes']
10523 ['p53', 'sometimes', 'described']
10524 ['sometimes', 'described', 'as']
10525 ['described', 'as', 'the']
10526 ['as', 'the', 'guardian']
10527 ['the', 'guardian', 'of']
10528 ['guardian', 'of', 'the']
10529 ['of', 'the', 'genome']
10530 ['genome', 'the', 'new']
10531 ['new', 'findings', 'also']
10532 ['findings', 'also', 'suggest']
10533 ['also', 'suggest', 'that']
10534 ['suggest', 'that', 'this']
10535 ['that', 'this', 'degradation']
10536 ['this', 'degradation', 'of']
10537 ['degradation', 'of', 'p53']
10538 ['of', 'p53', 'leads']
10539 ['p53', 'leads', 'to']
10540 ['leads', 'to', 'chromosome']
10541 ['to', 'chromosome', 'rearrangement']
10542 ['chromosome', 'rearrangement', 'and']
10543 ['rearrangement', 'and', 'a']
10544 ['and', 'a', 'build-up']
10545 ['a', 'build-up', 'of']
10546 ['build-up', 'of', 'dna']
10547 ['of', 'dna', 'damage']
10548 ['dna', 'damage', 'both']
10549 ['damage', 'both', 'in']
10550 ['both', 'in', 'normal']
10551 ['in', 'normal', 'and']
10552 ['normal', 'and', 'sex']
10553 ['and', 'sex', 'cells']
10554 ['sex', 'cells', 'these']
10555 ['cells', 'these', 'types']
10556 ['these', 'types', 'of']
10557 ['types', 'of', 'abnormalities']
10558 ['of', 'abnormalities', 'are']
10559 ['abnormalities', 'are', 'the']
10560 ['are', 'the', 'primary']
10561 ['the', 'primary', 'cause']
10562 ['primary', 'cause', 'of']
10563 ['cause', 'of', 'miscarriages']
10564 ['of', 'miscarriages', 'congenital']
10565 ['miscarriages', 'congenital', 'defects']
10566 ['congenital', 'defects', 'and']
10567 ['defects', 'and', 'mental']
10568 ['and', 'mental', 'retardation']
10569 ['mental', 'retardation', 'the']
10570 ['retardation', 'the', 'study']
10571 ['the', 'study', 'noted']
10572 ['ancient', 'whale', 'skulls']
10573 ['whale', 'skulls', 'and']
10574 ['skulls', 'and', 'directional']
10575 ['and', 'directional', 'hearing:']
10576 ['directional', 'hearing:', 'a']
10577 ['hearing:', 'a', 'twisted']
10578 ['a', 'twisted', 'tale']
10579 ['twisted', 'tale', 'august']
10580 ['tale', 'august', '22']
10581 ['04:10', 'pm', 'skewed']
10582 ['pm', 'skewed', 'skulls']
10583 ['skewed', 'skulls', 'may']
10584 ['skulls', 'may', 'have']
10585 ['may', 'have', 'helped']
10586 ['have', 'helped', 'early']
10587 ['helped', 'early', 'whales']
10588 ['early', 'whales', 'discriminate']
10589 ['whales', 'discriminate', 'the']
10590 ['discriminate', 'the', 'direction']
10591 ['the', 'direction', 'of']
10592 ['direction', 'of', 'sounds']
10593 ['of', 'sounds', 'in']
10594 ['sounds', 'in', 'water']
10595 ['in', 'water', 'and']
10596 ['water', 'and', 'are']
10597 ['are', 'not', 'solely']
10598 ['not', 'solely', 'as']
10599 ['solely', 'as', 'previously']
10600 ['as', 'previously', 'thought']
10601 ['previously', 'thought', 'a']
10602 ['thought', 'a', 'later']
10603 ['a', 'later', 'adaptation']
10604 ['later', 'adaptation', 'related']
10605 ['adaptation', 'related', 'to']
10606 ['related', 'to', 'echolocation']
10607 ['to', 'echolocation', 'university']
10608 ['echolocation', 'university', 'of']
10609 ['university', 'of', 'michigan']
10610 ['of', 'michigan', 'researchers']
10611 ['michigan', 'researchers', 'report']
10612 ['researchers', 'report', 'the']
10613 ['report', 'the', 'finding']
10614 ['the', 'finding', 'in']
10615 ['finding', 'in', 'a']
10616 ['in', 'a', 'paper']
10617 ['a', 'paper', 'to']
10618 ['paper', 'to', 'be']
10619 ['to', 'be', 'published']
10620 ['be', 'published', 'online']
10621 ['published', 'online', 'in']
10622 ['online', 'in', 'the']
10623 ['in', 'the', 'proceedings']
10624 ['the', 'proceedings', 'of']
10625 ['proceedings', 'of', 'the']
10626 ['the', 'national', 'academy']
10627 ['national', 'academy', 'of']
10628 ['academy', 'of', 'sciences']
10629 ['of', 'sciences', 'during']
10630 ['sciences', 'during', 'the']
10631 ['during', 'the', 'week']
10632 ['the', 'week', 'of']
10633 ['week', 'of', 'aug']
10634 ['of', 'aug', '22']
10635 ['aug', '22', 'asymmetric']
10636 ['22', 'asymmetric', 'skulls']
10637 ['asymmetric', 'skulls', 'are']
10638 ['skulls', 'are', 'a']
10639 ['are', 'a', 'well-known']
10640 ['a', 'well-known', 'characteristic']
10641 ['well-known', 'characteristic', 'of']
10642 ['characteristic', 'of', 'the']
10643 ['of', 'the', 'modern']
10644 ['the', 'modern', 'whale']
10645 ['modern', 'whale', 'group']
10646 ['whale', 'group', 'known']
10647 ['group', 'known', 'as']
10648 ['known', 'as', 'odontocetes']
10649 ['as', 'odontocetes', 'toothed']
10650 ['odontocetes', 'toothed', 'whales']
10651 ['toothed', 'whales', 'these']
10652 ['whales', 'these', 'whales']
10653 ['these', 'whales', 'also']
10654 ['whales', 'also', 'have']
10655 ['also', 'have', 'highly']
10656 ['have', 'highly', 'modified']
10657 ['highly', 'modified', 'nasal']
10658 ['modified', 'nasal', 'structures']
10659 ['nasal', 'structures', 'with']
10660 ['structures', 'with', 'which']
10661 ['with', 'which', 'they']
10662 ['which', 'they', 'produce']
10663 ['they', 'produce', 'high-frequency']
10664 ['produce', 'high-frequency', 'sounds']
10665 ['high-frequency', 'sounds', 'for']
10666 ['sounds', 'for', 'echolocation']
10667 ['for', 'echolocation', 'a']
10668 ['echolocation', 'a', 'sort']
10669 ['a', 'sort', 'of']
10670 ['sort', 'of', 'biological']
10671 ['of', 'biological', 'sonar']
10672 ['biological', 'sonar', 'used']
10673 ['sonar', 'used', 'to']
10674 ['used', 'to', 'navigate']
10675 ['to', 'navigate', 'and']
10676 ['navigate', 'and', 'find']
10677 ['and', 'find', 'food']
10678 ['find', 'food', 'the']
10679 ['food', 'the', 'other']
10680 ['the', 'other', 'modern']
10681 ['other', 'modern', 'whale']
10682 ['whale', 'group', 'mysticetes']
10683 ['group', 'mysticetes', 'baleen']
10684 ['mysticetes', 'baleen', 'whales']
10685 ['baleen', 'whales', 'has']
10686 ['whales', 'has', 'symmetrical']
10687 ['has', 'symmetrical', 'skulls']
10688 ['symmetrical', 'skulls', 'and']
10689 ['skulls', 'and', 'does']
10690 ['and', 'does', 'not']
10691 ['does', 'not', 'echolocate']
10692 ['not', 'echolocate', 'these']
10693 ['echolocate', 'these', 'observations']
10694 ['these', 'observations', 'led']
10695 ['observations', 'led', 'scientists']
10696 ['led', 'scientists', 'to']
10697 ['scientists', 'to', 'believe']
10698 ['to', 'believe', 'that']
10699 ['believe', 'that', 'archaeocetes']
10700 ['that', 'archaeocetes', 'the']
10701 ['archaeocetes', 'the', 'extinct']
10702 ['the', 'extinct', 'ancient']
10703 ['extinct', 'ancient', 'whales']
10704 ['ancient', 'whales', 'that']
10705 ['whales', 'that', 'gave']
10706 ['that', 'gave', 'rise']
10707 ['gave', 'rise', 'to']
10708 ['rise', 'to', 'all']
10709 ['to', 'all', 'modern']
10710 ['all', 'modern', 'whales']
10711 ['modern', 'whales', 'had']
10712 ['whales', 'had', 'symmetrical']
10713 ['had', 'symmetrical', 'skulls']
10714 ['skulls', 'and', 'that']
10715 ['and', 'that', 'asymmetry']
10716 ['that', 'asymmetry', 'later']
10717 ['asymmetry', 'later', 'developed']
10718 ['later', 'developed', 'in']
10719 ['developed', 'in', 'toothed']
10720 ['in', 'toothed', 'whales']
10721 ['toothed', 'whales', 'in']
10722 ['whales', 'in', 'concert']
10723 ['concert', 'with', 'echolocation']
10724 ['with', 'echolocation', 'but']
10725 ['echolocation', 'but', 'a']
10726 ['a', 'new', 'analysis']
10727 ['new', 'analysis', 'of']
10728 ['analysis', 'of', 'archaeocete']
10729 ['of', 'archaeocete', 'skulls']
10730 ['archaeocete', 'skulls', 'by']
10731 ['skulls', 'by', 'u-m']
10732 ['by', 'u-m', 'postdoctoral']
10733 ['u-m', 'postdoctoral', 'fellow']
10734 ['postdoctoral', 'fellow', 'julia']
10735 ['fellow', 'julia', 'fahlke']
10736 ['julia', 'fahlke', 'and']
10737 ['fahlke', 'and', 'coauthors']
10738 ['and', 'coauthors', 'shows']
10739 ['coauthors', 'shows', 'that']
10740 ['shows', 'that', 'asymmetry']
10741 ['that', 'asymmetry', 'evolved']
10742 ['asymmetry', 'evolved', 'much']
10743 ['evolved', 'much', 'earlier']
10744 ['much', 'earlier', 'as']
10745 ['earlier', 'as', 'part']
10746 ['part', 'of', 'a']
10747 ['of', 'a', 'suite']
10748 ['a', 'suite', 'of']
10749 ['suite', 'of', 'traits']
10750 ['of', 'traits', 'linked']
10751 ['traits', 'linked', 'to']
10752 ['linked', 'to', 'directional']
10753 ['to', 'directional', 'hearing']
10754 ['directional', 'hearing', 'in']
10755 ['hearing', 'in', 'water']
10756 ['in', 'water', 'this']
10757 ['water', 'this', 'means']
10758 ['this', 'means', 'that']
10759 ['means', 'that', 'the']
10760 ['that', 'the', 'initial']
10761 ['the', 'initial', 'asymmetry']
10762 ['initial', 'asymmetry', 'in']
10763 ['asymmetry', 'in', 'whales']
10764 ['in', 'whales', 'is']
10765 ['whales', 'is', 'not']
10766 ['is', 'not', 'related']
10767 ['not', 'related', 'to']
10768 ['to', 'echolocation', 'said']
10769 ['echolocation', 'said', 'fahlke']
10770 ['said', 'fahlke', 'who']
10771 ['fahlke', 'who', 'is']
10772 ['who', 'is', 'working']
10773 ['is', 'working', 'with']
10774 ['working', 'with', 'philip']
10775 ['with', 'philip', 'gingerich']
